ID;xFeet;yFeet;demand
2070;231400;2408047;3
1657;231483;2412428;6
1901;231494;2407938;4
920;231559;2408249;2
1978;231757;2449217;8
995;232055;2406731;24
1262;232192;2449477;8
1000;232457;2413277;8
113;232503;2449266;8
156;232947;2407506;8
1817;232947;2407229;8
228;232986;2407450;8
43;233324;2442079;8
66;233355;2404936;8
1272;233459;2405587;2
1818;233630;2431333;6
2029;234214;2405726;8
2058;234387;2405511;8
68;234759.15;2445056.27;16
206;235133;2402800;8
244;235604;2427923;8
1321;236016;2410619;4
919;236648;2427616;4
1447;236750;2410691;4
1975;236859;2410017;2
620;237089;2410743;8
912;237252;2409715;16
798;237628;2412203;6
903;237681;2440474;8
921;238119;2439909;4
172;238181;2442596;8
1723;238363;2442906;8
930;238688;2439249;8
615;238721;2442306;4
928;238902;2440202;12
918;239511;2440535;6
166;240438;2416569;6
1835;240956;2432184;6
1713;241104;2442691;4
2095;241113;2450734;6
934;241316;2427787;8
978;241343;2442530;6
980;241576;2428058;6
1924;242606;2409879;2
926;242672;2430761;8
1398;242948;2440265;6
1005;242960;2439867;4
1781;242975;2439347;8
1819;243013;2438837;8
1580;243029;2438311;2
624;243078;2442034;6
936;243097;2442029;3
1001;243313;2409961;18
924;243610;2427810;2
1319;244648;2408464;6
1285;244853;2409915;4
679;244960;2411903;8
1697;244979;2411182;6
904;245467;2409345;8
929;245506;2441890;16
902;245667;2406537;12
676;245676;2419659;4
647;245847;2409811;6
2040;245862;2409798;6
847;245980;2420561;6
104;246159;2441722;6
625;246517;2440502;3
948;246637;2415265;8
2051;246743;2406605;12
942;246853;2407251;8
650;246863;2407233;10
648;246867;2410951;6
1050;246923;2411011;6
1004;247041;2443576;112
710;247057;2412240;3
768;247262;2419868;4
1302;247293;2419562;6
895;247391;2411602;2
1520;247393;2411562;2
1637;247394;2415305;2
1681;247399;2411575;3
820;247409;2415287;2
1393;247413;2415306;2
1362;247417;2415306;2
1396;247428;2441757;4
1377;247432;2415287;4
749;247476;2420820;4
966;247477;2420384;8
653;247482;2419534;4
630;247505;2419214;4
884;247521;2419309;4
776;247523;2419265;6
1329;247528;2418439;4
813;247547;2418440;48
1802;247555;2416473;8
789;247562;2416156;3
1014;247574;2416474;48
1471;247576;2415640;4
1333;247578;2415562;4
838;247613;2412246;3
1469;247622;2414258;4
821;247624;2414036;24
38;247629;2450394;6
689;247629;2412435;4
1998;247640;2449115;4
1652;247644;2449629;3
1679;247650;2448648;52
1671;247668;2440346;4
1500;247705;2447141;16
214;247711;2445977;6
129;247712;2445940;2
97;247730;2445080;46
171;247732;2445007;60
208;247749;2445117;3
138;247767;2443872;2
1186;247773;2443845;6
674;247869;2415317;8
1197;248019;2441770;8
855;248175;2420614;4
51;248264;2443024;4
627;248268;2421262;1
227;248323;2442996;6
814;248355;2421281;2
701;248469;2421754;4
1255;248605;2442688;8
946;248815;2421695;84
949;248845;2420075;6
46;248868;2441538;8
1722;249061;2442156;8
677;249382;2415327;8
626;249391;2421274;2
246;249461;2440213;2
1922;249560;2439549;8
1845;249657;2412664;6
1408;249658;2412645;6
901;249728;2403159;6
1029;249793;2420821;6
724;249812;2420861;2
1804;249812;2420842;4
925;249817;2437026;3
964;249847;2412670;4
894;249851;2412670;6
976;249854;2442322;3
1035;249855;2412670;2
1040;250010;2405895;18
773;250076;2414549;3
223;250091;2441977;2
1286;250102;2421446;10
809;250117;2420473;6
947;250146;2419778;22
963;250218;2415818;12
1919;250226;2415431;4
771;250245;2414416;4
694;250254;2415040;8
669;250265;2413624;2
1672;250270;2414151;3
1897;250278;2413168;8
1465;250341;2418001;8
740;250487;2420883;8
854;250490;2419795;4
1268;250525;2412671;12
772;250629;2420667;3
1025;250768;2421496;2
781;250787;2421495;8
883;250790;2420884;2
859;250886;2415478;4
780;250896;2415127;4
2050;250905;2415479;2
1811;250941;2413868;4
73;250942;2459227;56
1346;250954;2413188;4
649;250959;2420086;2
646;251019;2411165;3
938;251038;2411151;2
834;251064;2409704;4
932;251066;2409642;6
1985;251083;2409693;2
1345;251104;2409057;6
644;251111;2412687;8
1013;251114;2412687;3
1910;251115;2412687;2
2054;251115;2412687;2
844;251117;2408710;8
851;251131;2408267;12
939;251132;2408254;6
1367;251300;2407606;2
252;251356;2442137;6
727;251379;2411396;4
745;251398;2406441;3
634;251399;2406424;2
846;251400;2406358;4
642;251406;2411398;4
992;251414;2410071;36
1963;251418;2406392;2
658;251420;2406342;4
685;251457;2404753;2
632;251676;2418015;8
1815;252005;2403248;4
770;252006;2421824;4
2012;252016;2403248;2
1324;252088;2410104;4
1651;252109;2412735;2
961;252114;2420101;6
1034;252196;2403233;3
1983;252203;2403233;2
1024;252351;2416692;2
869;252390;2405143;6
1687;252436;2412745;2
150;252518;2447144;6
873;252548;2413830;6
962;252560;2406793;4
2007;252567;2413831;6
659;252613;2404822;12
950;252725;2403266;8
2042;252732;2422097;6
52;252753;2440715;6
1822;252754;2420966;2
671;252761;2412733;6
830;252761;2412752;3
1007;252826;2403269;4
757;252837;2417310;4
917;252855;2404496;4
2041;252876;2415245;6
1261;252879;2448833;48
1344;252884;2414725;4
1797;252907;2413401;6
1808;252937;2420521;4
2034;252943;2449253;6
986;253021;2420716;8
2033;253026;2450263;32
1889;253068;2415127;2
833;253237;2420556;6
893;253414;2412769;3
1415;253415;2412750;6
725;253422;2420931;6
111;253436;2420175;6
681;253442;2420883;4
700;253446;2419856;4
1823;253449;2419792;4
969;253489;2418418;2
990;253493;2418163;4
721;253499;2403272;6
2013;253506;2417350;3
877;253512;2416812;4
835;253529;2416950;4
850;253535;2415260;4
1793;253544;2414740;2
906;253554;2414172;4
1246;253554;2415261;6
1316;253572;2403293;6
795;253579;2413026;6
1813;253594;2413371;6
1019;253597;2420691;10
860;253634;2419523;4
817;253637;2403295;3
2078;253701;2403278;4
719;253758;2416738;4
983;253767;2416719;16
1390;253779;2406715;2
1829;253788;2405646;4
853;253849;2413222;8
927;253976;2437826;3
836;253983;2412093;16
797;254064;2405261;6
923;254200;2437128;4
871;254288;2421485;4
673;254303;2403320;2
152;254374;2454620;6
1351;254597;2420997;18
908;254612;2405932;8
878;254821;2413956;4
763;254830;2403339;2
1699;254937;2412783;6
1026;254959;2412802;6
1799;254960;2412783;8
684;254998;2411824;8
802;255115;2403346;54
1707;255215;2442402;6
816;255337;2413818;8
857;255569;2402680;16
1032;255580;2402611;4
741;255634;2420565;4
1846;255697;2412887;6
637;255724;2403343;8
1659;255743;2403344;4
788;255762;2403363;8
1873;255784;2457212;3
1880;255924;2413037;2
2082;255998;2414645;2
1814;256005;2413967;4
764;256056;2411747;6
864;256076;2411722;13
832;256094;2411223;2
2002;256109;2410301;2
687;256137;2409996;6
867;256194.96;2407718.93;12
747;256233;2406895;3
1006;256240;2406331;2
812;256248;2405773;2
140;256295;2454661;20
1794;256841;2407728;3
1274;256908;2403375;6
670;257002;2414677;68
678;257106;2407751;12
1791;257119;2413044;6
1719;257122;2442004;8
198;257137;2442004;6
1451;257180;2403382;4
1016;257182;2403401;3
1046;257207;2403383;2
1038;257212;2403383;4
973;257233;2403383;4
1370;257455;2436259;4
1221;257474;2436240;4
1009;257582;2403410;8
705;257624;2414669;24
959;257635;2403392;4
1327;257702;2417410;4
1881;257742;2447308;4
1306;257747;2449210;8
209;257758;2448886;8
1051;257812;2447309;3
1509;257830;2454541;4
1033;257842;2403398;8
86;257864;2450263;8
1693;257903;2450192;46
25;257930;2443499;6
1654;258236;2413068;2
1667;258256;2403079;16
245;258302;2441955;8
704;258345;2402981;6
655;258379;2417682;8
2088;258443;2441949;3
968;258494;2403411;4
2003;258497;2413089;4
697;258498;2403430;6
970;258524;2414705;36
1525;258550;2414686;42
1017;258568;2403412;4
715;258641;2407320;4
732;258670;2409601;4
1436;258736;2407370;8
1474;258747;2453685;40
1287;258748;2403433;8
731;258771;2416689;4
1555;258772;2403433;6
1883;258861;2403416;4
1020;258871;2403416;4
1459;258974;2454702;8
810;258985;2413834;6
794;258994;2413100;12
1686;258995;2413081;4
827;259057;2404302;8
1662;259066;2408740;24
1650;259082;2458193;32
1300;259205;2402335;8
1807;259235;2413106;6
1806;259249;2409614;4
1920;259276;2441636;2
931;259289;2415256;8
897;259300;2422718;6
1971;259307;2409615;3
748;259309;2414299;40
822;259314;2403425;8
1368;259325;2434394;6
937;259328;2414276;16
692;259331;2414203;16
957;259333;2413675;4
1788;259335;2403426;4
760;259356;2403426;8
886;259377;2403427;4
1382;259480;2445673;8
1039;259507;2413091;2
909;259541;2407793;16
824;259747;2409602;8
1670;259792;2413118;4
726;259899;2415918;24
41;259937;2433778;6
682;259948;2403465;6
2071;259989;2409625;2
1785;260223;2415731;6
807;260311;2409629;4
1784;260312;2403477;4
828;260317;2404632;8
758;260331;2413110;6
1341;260370;2409611;4
819;260534;2402149;8
1675;260681;2403488;3
766;260743;2403471;4
1786;260941;2409355;4
723;260954;2408908;4
667;260999;2415222;2
690;261061;2409621;4
683;261171;2413146;8
1796;261205;2413146;3
643;261392;2414957;6
702;261423;2403490;18
1830;261529;2403512;4
804;261557;2406605;12
1836;261576;2442224;4
1349;261655;2409647;2
743;261656;2409628;2
1275;261709.09;2422740.73;2
1406;261796;2413142;4
660;261999;2420576;8
1423;262005;2414555;4
1840;262056;2413165;6
1506;262322;2454904;8
967;262430;2403515;6
1044;262604;2411230;8
1488;262621;2412690;6
737;262629;2411654;2
767;262688;2414099;8
935;262723;2408683;6
680;262741;2406999;3
2077;262745;2411995;2
1332;262770;2404866;6
761;262788;2404921;3
818;262788;2404073;8
717;262796;2404542;4
672;262817;2402982;12
1825;262830;2422240;3
750;262849;2422201;3
889;262850;2402056;36
2026;262853;2420577;4
796;262861;2421428;3
1787;262862;2403372;6
1918;262964;2417005;3
778;262968;2416954;4
1021;262984;2416745;20
1798;263014;2403548;4
730;263016;2417389;2
1028;263035;2416996;2
1043;263045;2413619;4
2065;263064;2413620;3
2037;263080;2416156;48
2056;263200;2413749;2
1843;263236;2405811;4
734;263265;2403554;4
1389;263502;2412014;12
815;263555;2413512;4
865;263888;2403551;8
739;263920;2406045;6
1238;264003;2420816;2
1805;264069;2403557;6
826;264133;2412031;16
1452;264485;2441807;8
1792;264620;2403575;8
179;264642;2441541;8
892;264701;2407409;4
954;264802;2409386;46
1965;264968;2412573;3
640;265046;2412059;8
774;265051;2412518;6
1789;265291;2403592;2
2068;265295;2411458;4
839;265319;2410289;2
862;265329;2410738;6
876;265329;2410722;6
1523;265330;2410683;6
668;265405;2403595;8
23;265432;2449128;8
224;265439;2449129;4
638;265664;2412110;4
735;265765;2418862;24
736;265809;2417161;12
852;265878;2411942;4
1578;266017;2420509;8
779;266061;2420509;6
656;266070;2404811;8
907;266216;2411717;48
803;266643;2403626;2
706;266656;2403646;6
1249;266902;2411284;2
720;266914;2411276;4
742;267107;2403435;12
